rmp1,rmp2,rmp3,rmp4,rmp5,rmp6,rmp7,rmp8,rmp9,rmp10
1.93186717975235e-05,1.95715437260718e-05,1.96352383670046e-05,1.94874137397045e-05,1.94926536821734e-05,1.938504179917e-05,1.95541712084061e-05,1.90988536554892e-05,1.96003356338325e-05,1.92012868588906e-05
2.14719671582173e-05,2.13141511813193e-05,2.12114092263331e-05,2.2119065782355e-05,2.10831205285533e-05,2.11996080399151e-05,2.19829388713832e-05,2.12206003275297e-05,2.11486007619307e-05,2.11025811192872e-05
2.23226354200655e-05,2.28910978571858e-05,2.25228965353196e-05,2.24278613226743e-05,2.26665439318969e-05,2.25658160127458e-05,2.28640869896406e-05,2.25221073038571e-05,2.25283635171059e-05,2.30842045526515e-05
2.29545640210138e-05,2.25990683459423e-05,2.32812843439239e-05,2.31841122967629e-05,2.31174612022532e-05,2.2873988639899e-05,2.32397855541979e-05,2.26691709933273e-05,2.27860877701262e-05,2.31495450656905e-05
2.39323973893881e-05,2.374932988877e-05,2.29154049924524e-05,2.33442555401116e-05,2.38289455482816e-05,2.35941766596937e-05,2.35887053752791e-05,2.36073401022815e-05,2.40457929759325e-05,2.3387439015239e-05
2.35238496865043e-05,2.38039355197644e-05,2.32354849398234e-05,2.36141198467637e-05,2.35110186626666e-05,2.4070791521756e-05,2.36111506877266e-05,2.38545252396701e-05,2.32563142650374e-05,2.34713488010158e-05
2.38438836887158e-05,2.40300159484341e-05,2.34887207969902e-05,2.39089241890883e-05,2.37536024844985e-05,2.33708555167065e-05,2.39740990886389e-05,2.40349393930343e-05,2.38202458651854e-05,2.43185471407796e-05
2.42468752223812e-05,2.44709103614484e-05,2.45082020378796e-05,2.44279149973756e-05,2.43569001288474e-05,2.47783997194516e-05,2.47833520156323e-05,2.43535388415121e-05,2.44863974768627e-05,2.43650361244314e-05
2.45258880299444e-05,2.49006914383268e-05,2.46778662655108e-05,2.43367649352954e-05,2.47518813735853e-05,2.43846709327472e-05,2.3991920784655e-05,2.45700674815565e-05,2.43314502501585e-05,2.39233779157792e-05
2.49485115322947e-05,2.42389131643011e-05,2.43431057603324e-05,2.40179003753924e-05,2.47757476121178e-05,2.49137855199009e-05,2.43616143711022e-05,2.45354325284672e-05,2.45467230593946e-05,2.42863378758171e-05
2.50641703173137e-05,2.48628096911657e-05,2.49137303420165e-05,2.45050423942668e-05,2.44918399559789e-05,2.49285833552e-05,2.44366316219707e-05,2.44875244254728e-05,2.46750152898421e-05,2.53295281832635e-05
2.45268283448925e-05,2.44613057787557e-05,2.48422833487131e-05,2.46799732986458e-05,2.4736654472276e-05,2.43881219760754e-05,2.48452457451897e-05,2.50660593170717e-05,2.5158842851316e-05,2.48000073936785e-05
2.44788039765142e-05,2.43563835210987e-05,2.4211458484294e-05,2.47391487788272e-05,2.484453076284e-05,2.47100145753206e-05,2.41557565742395e-05,2.46344377997981e-05,2.43979453893393e-05,2.40947969565517e-05
2.51804544559165e-05,2.48432230168657e-05,2.47452548678059e-05,2.50572485974431e-05,2.55886411899346e-05,2.60131294691347e-05,2.51828830935544e-05,2.42867694574024e-05,2.49853145796871e-05,2.47823210053252e-05
2.47157221344205e-05,2.50315066433253e-05,2.44317739292033e-05,2.50294309875046e-05,2.50733757930358e-05,2.47626655125569e-05,2.50296042061766e-05,2.468591493551e-05,2.46900072435042e-05,2.47046409223168e-05
2.54533128153915e-05,2.45875577775018e-05,2.51599145643002e-05,2.51446128750359e-05,2.49138957798669e-05,2.502745587126e-05,2.46242551949859e-05,2.49453940798395e-05,2.48577100003774e-05,2.50863341487095e-05
2.53557393234769e-05,2.49879461404527e-05,2.47234166563911e-05,2.45186195754123e-05,2.47309373586843e-05,2.49868635272316e-05,2.48200415555809e-05,2.51646148105826e-05,2.49977749615481e-05,2.48473285715365e-05
2.52046826732825e-05,2.51630921469255e-05,2.47154121993616e-05,2.46157190511482e-05,2.51879295116235e-05,2.54050603215428e-05,2.47036379937103e-05,2.54368383580038e-05,2.48718047479328e-05,2.50753789973767e-05
