rmp1,rmp2,rmp3,rmp4,rmp5,rmp6,rmp7,rmp8,rmp9,rmp10
2.55672540802318e-05,2.55911005460602e-05,2.55982343422235e-05,2.55406347799342e-05,2.55901152187257e-05,2.55766395380118e-05,2.55963687557869e-05,2.56167216005253e-05,2.56183045213147e-05,2.55964298120061e-05
9.46385335030929e-06,9.46068380396826e-06,9.47371922162276e-06,9.51420289401251e-06,9.430043842064e-06,9.48915785791171e-06,9.47230244973541e-06,9.4225111202886e-06,9.46431597386952e-06,9.45315256210445e-06
6.97734762490047e-06,6.98910524267632e-06,7.00112860623395e-06,6.99457861615731e-06,6.99396103330136e-06,6.99690438629085e-06,7.00525153353097e-06,6.95635575489371e-06,6.97994265533814e-06,6.9919180392814e-06
5.67519171237397e-06,5.73546150397483e-06,5.6999828837658e-06,5.70958830148398e-06,5.71371970146657e-06,5.71165793232856e-06,5.67419074594678e-06,5.71855799259236e-06,5.71532072767153e-06,5.73020631494199e-06
4.96480639232561e-06,4.96123438591258e-06,5.02220299572798e-06,4.98091885259879e-06,4.9369306627482e-06,4.99243952247915e-06,5.02222113481377e-06,4.97632752741429e-06,4.93186200107716e-06,4.94536582481397e-06
4.51998901671418e-06,4.45646928070362e-06,4.41283052776731e-06,4.47987767510768e-06,4.504225259688e-06,4.46496505036073e-06,4.40997080209024e-06,4.47935601832896e-06,4.44950334513733e-06,4.46361077406074e-06
4.1199107768379e-06,4.17986583772086e-06,4.20468566456758e-06,4.11609307238491e-06,4.12355594460988e-06,4.12927822001874e-06,4.12725145683872e-06,4.15570627880359e-06,4.12318775687095e-06,4.16664357773131e-06
3.92049764110735e-06,3.90364647148225e-06,3.919541800604e-06,3.89677926780269e-06,3.96113051674001e-06,3.96662917460037e-06,3.87264204996643e-06,3.94059133418481e-06,3.87524913952162e-06,3.92232268888249e-06
3.73529014756247e-06,3.72501677939829e-06,3.76993505250039e-06,3.73813644415849e-06,3.71114244731245e-06,3.76854808292059e-06,3.72368544147628e-06,3.76909799081749e-06,3.7340073856597e-06,3.76701472546234e-06
3.65158393352382e-06,3.61169656497068e-06,3.57295961750703e-06,3.66180522669318e-06,3.62563042161919e-06,3.60778869135063e-06,3.62898460011209e-06,3.60392843347699e-06,3.59456141142978e-06,3.63426709198991e-06
3.48754911592652e-06,3.4943652848465e-06,3.50165502298513e-06,3.49400094316247e-06,3.47533898252066e-06,3.53667672484281e-06,3.52223548941111e-06,3.54122854393914e-06,3.51025793851045e-06,3.50700130763609e-06
3.4342536243204e-06,3.40167104001818e-06,3.42547338630423e-06,3.455513295342e-06,3.41287869352516e-06,3.42315517655405e-06,3.41324322188534e-06,3.43823045904379e-06,3.4202622176796e-06,3.418808562858e-06
3.38061809713011e-06,3.43640159129721e-06,3.3769487635385e-06,3.37372374742255e-06,3.3482307910957e-06,3.38495301654694e-06,3.38696329968861e-06,3.35070999672997e-06,3.35341673793001e-06,3.38751065738688e-06
3.34277724882543e-06,3.35846206529228e-06,3.26445566027409e-06,3.30505622280915e-06,3.32301110720555e-06,3.35168800033447e-06,3.3292596682566e-06,3.27793588964417e-06,3.29743329804854e-06,3.29269435803073e-06
3.30698305624624e-06,3.2720263271678e-06,3.2766648636267e-06,3.23345623704753e-06,3.28996430182376e-06,3.21797902376766e-06,3.28163263300232e-06,3.28162104520571e-06,3.29819453171741e-06,3.29687622894502e-06
3.21576232003109e-06,3.17779878770898e-06,3.17905018582254e-06,3.20530161568257e-06,3.22182707001737e-06,3.24241558008379e-06,3.20130214446507e-06,3.20333760119314e-06,3.23058462748342e-06,3.23568384237189e-06
3.13617104721931e-06,3.15386943700298e-06,3.1802043053688e-06,3.17588288801582e-06,3.1677878693827e-06,3.21954522260005e-06,3.2079732161645e-06,3.17964588262104e-06,3.18000310624949e-06,3.18646626091611e-06
3.12735093473345e-06,3.14334330237106e-06,3.16677325978616e-06,3.10679843256119e-06,3.17138447516208e-06,3.14967518940457e-06,3.16700932030798e-06,3.12591935060443e-06,3.10686763908656e-06,3.14842452483832e-06
3.08665928967149e-06,3.13903736067537e-06,3.12591156173887e-06,3.12209901812168e-06,3.1392485389783e-06,3.16602752300601e-06,3.1875813019087e-06,3.07283879084623e-06,3.07071062766987e-06,3.12700144583257e-06
3.16477292419846e-06,3.06068200835749e-06,3.12893577371976e-06,3.0750898433902e-06,3.10173113596997e-06,3.10272562040142e-06,3.12839379246356e-06,3.10318350764226e-06,3.04279633172495e-06,3.19802075966505e-06
